ID_Cuenta,Nombre,Area,Estado_Envio,Presupuesto_Solicitado
19155,Licencias - 129,Operaciones,Enviado,398131536
19156,Pensión Obligatoria - 254,Comercial,Enviado,470254410
19157,Cesantías - 504,Tecnología,Enviado,162226468
19158,Fondo Voluntario - 209,Finanzas,Rechazado,342466608
19159,Pensión Obligatoria - 684,Tecnología,En Revisión,289085899
19160,Inversión - 943,Marketing,En Revisión,438683318
19161,Cesantías - 301,Finanzas,En Revisión,468409608
19162,Fondo Voluntario - 664,Legal,Rechazado,329651875
19163,Infraestructura - 236,Comercial,Enviado,294365996
19164,Inversión - 299,Marketing,Rechazado,221105010
19165,Cesantías - 398,Tecnología,En Revisión,323602874
19166,Inversión - 724,Legal,Rechazado,358346087
19167,Fondo Voluntario - 453,Recursos Humanos,Rechazado,335924875
19168,Cesantías - 768,Riesgos,Rechazado,255271501
19169,Cesantías - 992,Recursos Humanos,Rechazado,437431475
19170,Fondo Voluntario - 124,Finanzas,Pendiente,237453844
19171,Inversión - 716,Comercial,Pendiente,217330679
19172,Inversión - 245,Comercial,Pendiente,206204453
19173,Infraestructura - 644,Tecnología,Enviado,49824377
19174,Pensión Obligatoria - 452,Marketing,Enviado,106221516
19175,Infraestructura - 737,Recursos Humanos,Pendiente,296454414
19176,Nómina - 162,Recursos Humanos,En Revisión,291336584
19177,Nómina - 689,Comercial,En Revisión,324531102
19178,Infraestructura - 608,Servicio al Cliente,Rechazado,450292642
19179,Fondo Voluntario - 300,Legal,Rechazado,180512457
19180,Licencias - 165,Recursos Humanos,En Revisión,403472812
19181,Inversión - 982,Tecnología,Pendiente,114734657
19182,Licencias - 958,Recursos Humanos,En Revisión,482033786
19183,Fondo Voluntario - 923,Tecnología,En Revisión,49238134
19184,Licencias - 534,Marketing,En Revisión,40547706
19185,Nómina - 659,Operaciones,En Revisión,180381738
19186,Nómina - 619,Riesgos,Rechazado,439023240
19187,Fondo Voluntario - 357,Comercial,En Revisión,409197382
19188,Nómina - 637,Recursos Humanos,En Revisión,219975160
19189,Nómina - 378,Riesgos,En Revisión,275525520
19190,Pensión Obligatoria - 161,Recursos Humanos,Rechazado,74750353
19191,Licencias - 965,Finanzas,Rechazado,439656655
19192,Licencias - 215,Legal,Pendiente,231543970
19193,Inversión - 433,Servicio al Cliente,En Revisión,351509646
19194,Inversión - 272,Recursos Humanos,En Revisión,432977490
19195,Infraestructura - 393,Finanzas,Enviado,369623616
19196,Licencias - 213,Auditoría,Enviado,277527957
19197,Fondo Voluntario - 372,Marketing,Pendiente,475260177
19198,Cesantías - 364,Servicio al Cliente,Pendiente,478102296
19199,Infraestructura - 443,Riesgos,Pendiente,129870778
19200,Cesantías - 290,Comercial,Pendiente,275263156
19201,Fondo Voluntario - 863,Legal,Rechazado,304880116
19202,Cesantías - 306,Comercial,Enviado,178540686
19203,Licencias - 811,Comercial,Pendiente,445213292
19204,Licencias - 785,Servicio al Cliente,En Revisión,263785618
19205,Licencias - 903,Legal,En Revisión,317713923
19206,Infraestructura - 707,Operaciones,Enviado,407346127
19207,Licencias - 150,Auditoría,Rechazado,25573939
19208,Fondo Voluntario - 152,Finanzas,En Revisión,153456300
19209,Licencias - 554,Recursos Humanos,Enviado,496066372
19210,Nómina - 642,Marketing,Pendiente,238618346
19211,Infraestructura - 468,Tecnología,En Revisión,155802775
19212,Infraestructura - 754,Riesgos,Enviado,472252084
19213,Inversión - 657,Tecnología,Rechazado,440252291
19214,Licencias - 760,Riesgos,Pendiente,409545361
19215,Cesantías - 502,Legal,En Revisión,123817939
19216,Cesantías - 803,Comercial,Rechazado,86141926
19217,Nómina - 394,Legal,En Revisión,363660958
19218,Fondo Voluntario - 582,Finanzas,En Revisión,214118671
19219,Licencias - 131,Tecnología,En Revisión,427207349
19220,Fondo Voluntario - 946,Tecnología,Pendiente,256291617
19221,Inversión - 697,Finanzas,Rechazado,439732298
19222,Pensión Obligatoria - 552,Comercial,En Revisión,96246680
19223,Nómina - 799,Operaciones,Rechazado,349755325
19224,Licencias - 914,Auditoría,Pendiente,90187594
19225,Infraestructura - 171,Comercial,Pendiente,69800101
19226,Cesantías - 317,Tecnología,En Revisión,471783321
19227,Pensión Obligatoria - 305,Auditoría,Enviado,294772313
19228,Cesantías - 649,Legal,Pendiente,281305951
19229,Cesantías - 368,Recursos Humanos,Enviado,157367673
19230,Licencias - 945,Operaciones,Rechazado,301614163
19231,Cesantías - 187,Riesgos,Enviado,348614004
19232,Fondo Voluntario - 439,Riesgos,En Revisión,297441806
19233,Pensión Obligatoria - 788,Operaciones,En Revisión,116876088
19234,Cesantías - 522,Servicio al Cliente,Pendiente,321892667
19235,Infraestructura - 911,Comercial,En Revisión,400680420
19236,Cesantías - 131,Operaciones,Enviado,250597278
19237,Fondo Voluntario - 385,Comercial,Enviado,23097805
19238,Cesantías - 118,Servicio al Cliente,Rechazado,472424871
19239,Pensión Obligatoria - 618,Tecnología,En Revisión,378014137
19240,Inversión - 940,Finanzas,Pendiente,330398175
19241,Fondo Voluntario - 810,Auditoría,Rechazado,123175699
19242,Licencias - 245,Tecnología,Rechazado,348569767
19243,Fondo Voluntario - 703,Servicio al Cliente,Enviado,223516332
19244,Fondo Voluntario - 653,Riesgos,Enviado,131586650
19245,Nómina - 388,Finanzas,En Revisión,452837415
19246,Nómina - 256,Comercial,Pendiente,393581025
19247,Fondo Voluntario - 945,Auditoría,Enviado,372168873
19248,Cesantías - 442,Operaciones,Rechazado,209084832
19249,Licencias - 278,Riesgos,En Revisión,43989395
19250,Infraestructura - 265,Auditoría,Rechazado,16949324
19251,Pensión Obligatoria - 203,Comercial,En Revisión,210157878
19252,Inversión - 773,Servicio al Cliente,Pendiente,131792831
19253,Inversión - 894,Riesgos,Enviado,352864714
19254,Nómina - 967,Auditoría,Rechazado,247581568
19255,Nómina - 398,Comercial,En Revisión,279180673
19256,Cesantías - 785,Comercial,Pendiente,241901630
19257,Fondo Voluntario - 450,Tecnología,Rechazado,79530064
19258,Pensión Obligatoria - 904,Comercial,Enviado,292271859
19259,Nómina - 513,Operaciones,Enviado,461674774
19260,Pensión Obligatoria - 787,Riesgos,Pendiente,449125661
19261,Fondo Voluntario - 310,Riesgos,Enviado,448944119
19262,Nómina - 751,Marketing,Pendiente,331429549
19263,Infraestructura - 346,Recursos Humanos,Enviado,133874426
19264,Inversión - 323,Recursos Humanos,Rechazado,225051751
19265,Pensión Obligatoria - 928,Finanzas,Pendiente,158453540
19266,Nómina - 354,Servicio al Cliente,Pendiente,351828256
19267,Pensión Obligatoria - 720,Tecnología,En Revisión,247457965
19268,Cesantías - 130,Comercial,En Revisión,259775694
19269,Infraestructura - 876,Recursos Humanos,Enviado,441214614
19270,Pensión Obligatoria - 982,Servicio al Cliente,En Revisión,387469141
19271,Cesantías - 929,Comercial,Rechazado,282998207
19272,Nómina - 636,Operaciones,En Revisión,321007379
19273,Infraestructura - 234,Servicio al Cliente,Pendiente,395488661
19274,Licencias - 544,Servicio al Cliente,Rechazado,381530123
19275,Cesantías - 746,Servicio al Cliente,En Revisión,272186436
19276,Cesantías - 822,Operaciones,Pendiente,174809366
19277,Nómina - 185,Recursos Humanos,Enviado,215110531
19278,Licencias - 456,Marketing,Rechazado,402829571
19279,Infraestructura - 863,Tecnología,Enviado,137638699
19280,Fondo Voluntario - 157,Operaciones,Rechazado,127423697
19281,Pensión Obligatoria - 849,Riesgos,Pendiente,322787742
19282,Fondo Voluntario - 170,Recursos Humanos,Rechazado,359194079
19283,Pensión Obligatoria - 192,Comercial,En Revisión,389084423
19284,Inversión - 227,Auditoría,Pendiente,162590941
19285,Infraestructura - 923,Legal,Rechazado,56636993
19286,Cesantías - 286,Legal,Enviado,95770577
19287,Licencias - 704,Servicio al Cliente,Pendiente,208873046
19288,Inversión - 741,Operaciones,Enviado,61103817
19289,Cesantías - 289,Tecnología,Pendiente,304870606
19290,Cesantías - 423,Comercial,En Revisión,339752676
19291,Fondo Voluntario - 691,Finanzas,Pendiente,278367344
19292,Cesantías - 486,Tecnología,Rechazado,489556158
19293,Fondo Voluntario - 643,Legal,Rechazado,67054253
19294,Nómina - 708,Recursos Humanos,Rechazado,427598659
19295,Nómina - 913,Finanzas,Enviado,143496666
19296,Cesantías - 170,Comercial,Enviado,175098236
19297,Inversión - 579,Legal,Rechazado,406959205
19298,Licencias - 204,Marketing,Pendiente,119437034
19299,Inversión - 440,Recursos Humanos,En Revisión,262193777
19300,Inversión - 995,Tecnología,En Revisión,258766620
19301,Fondo Voluntario - 725,Finanzas,Pendiente,234751376
19302,Nómina - 536,Legal,En Revisión,5714400
19303,Cesantías - 415,Recursos Humanos,En Revisión,196641016
19304,Nómina - 150,Comercial,En Revisión,104492757
19305,Inversión - 564,Operaciones,En Revisión,330485068
19306,Cesantías - 356,Comercial,Enviado,187728751
19307,Pensión Obligatoria - 507,Riesgos,Rechazado,41245251
19308,Fondo Voluntario - 739,Servicio al Cliente,En Revisión,144339499
19309,Nómina - 991,Auditoría,Pendiente,300797302
19310,Nómina - 641,Auditoría,Pendiente,103085070
19311,Nómina - 804,Tecnología,Rechazado,431439912
19312,Cesantías - 565,Tecnología,Pendiente,22097432
19313,Fondo Voluntario - 420,Operaciones,Enviado,201008302
19314,Infraestructura - 519,Operaciones,Pendiente,125681094
19315,Nómina - 386,Servicio al Cliente,Rechazado,91701449
19316,Fondo Voluntario - 955,Recursos Humanos,Enviado,300628655
19317,Licencias - 131,Riesgos,Pendiente,97319554
19318,Infraestructura - 574,Riesgos,Enviado,372291326
19319,Licencias - 949,Marketing,Rechazado,415262990
19320,Nómina - 667,Marketing,Pendiente,432713334
19321,Cesantías - 446,Marketing,En Revisión,168992377
19322,Fondo Voluntario - 275,Finanzas,Rechazado,372107415
19323,Inversión - 789,Legal,Pendiente,295404484
19324,Infraestructura - 322,Riesgos,Rechazado,261378786
19325,Fondo Voluntario - 354,Comercial,Pendiente,201351223
19326,Inversión - 408,Comercial,Enviado,115926381
19327,Pensión Obligatoria - 867,Operaciones,En Revisión,272933804
19328,Licencias - 901,Comercial,Rechazado,445376318
19329,Infraestructura - 281,Marketing,Enviado,92788121
19330,Inversión - 467,Marketing,Pendiente,344839795
19331,Licencias - 719,Riesgos,Pendiente,441958943
19332,Infraestructura - 400,Operaciones,Rechazado,37261260
19333,Pensión Obligatoria - 800,Operaciones,Pendiente,237877990
19334,Licencias - 119,Recursos Humanos,Rechazado,343504807
19335,Pensión Obligatoria - 791,Finanzas,Enviado,342949096
19336,Cesantías - 214,Legal,Rechazado,203982210
19337,Pensión Obligatoria - 185,Recursos Humanos,En Revisión,121711268
19338,Licencias - 503,Recursos Humanos,En Revisión,235682457
19339,Cesantías - 249,Recursos Humanos,En Revisión,481780207
19340,Fondo Voluntario - 707,Finanzas,En Revisión,339635256
19341,Inversión - 526,Tecnología,Enviado,445025236
19342,Pensión Obligatoria - 336,Riesgos,Pendiente,73441947
19343,Licencias - 942,Tecnología,Enviado,169071230
19344,Cesantías - 294,Auditoría,En Revisión,341811438
19345,Nómina - 141,Marketing,En Revisión,321303088
19346,Inversión - 985,Tecnología,Rechazado,466508901
19347,Cesantías - 862,Marketing,Enviado,302284268
19348,Infraestructura - 300,Servicio al Cliente,Rechazado,44246437
19349,Fondo Voluntario - 181,Finanzas,En Revisión,272045988
19350,Cesantías - 858,Servicio al Cliente,En Revisión,496552769
19351,Pensión Obligatoria - 302,Auditoría,Rechazado,292861081
19352,Nómina - 663,Comercial,En Revisión,474835568
19353,Pensión Obligatoria - 467,Finanzas,Rechazado,18256678
19354,Infraestructura - 974,Auditoría,Enviado,143963342
19355,Inversión - 539,Marketing,Enviado,203827000
19356,Infraestructura - 516,Servicio al Cliente,En Revisión,21666399
19357,Inversión - 817,Auditoría,Pendiente,477362223
19358,Fondo Voluntario - 407,Operaciones,Pendiente,413544930
19359,Cesantías - 542,Riesgos,Enviado,495968175
19360,Inversión - 934,Tecnología,Enviado,296214372
19361,Inversión - 189,Legal,Rechazado,489866287
19362,Inversión - 169,Riesgos,Enviado,118681421
19363,Fondo Voluntario - 245,Servicio al Cliente,Enviado,342285857
19364,Licencias - 215,Recursos Humanos,Enviado,152651326
19365,Nómina - 902,Servicio al Cliente,Pendiente,59367367
19366,Inversión - 981,Tecnología,Pendiente,342780704
19367,Nómina - 308,Tecnología,Rechazado,315426741
19368,Inversión - 422,Finanzas,Rechazado,53678316
19369,Pensión Obligatoria - 967,Operaciones,Pendiente,489548303
19370,Nómina - 171,Recursos Humanos,Rechazado,75090000
19371,Infraestructura - 782,Comercial,Rechazado,130261777
19372,Licencias - 971,Servicio al Cliente,En Revisión,87843977
19373,Pensión Obligatoria - 142,Marketing,Pendiente,288673206
19374,Inversión - 333,Auditoría,Rechazado,102852445
19375,Cesantías - 637,Servicio al Cliente,Enviado,303726580
19376,Inversión - 748,Riesgos,En Revisión,96518993
19377,Licencias - 849,Finanzas,Enviado,445447948
19378,Inversión - 623,Finanzas,Pendiente,381082335
19379,Nómina - 155,Servicio al Cliente,Pendiente,28147538
19380,Inversión - 748,Marketing,Pendiente,284842572
19381,Licencias - 161,Recursos Humanos,Enviado,46051752
19382,Licencias - 104,Operaciones,Enviado,26407478
19383,Fondo Voluntario - 247,Auditoría,En Revisión,495860490
19384,Fondo Voluntario - 753,Servicio al Cliente,Pendiente,101880537
19385,Pensión Obligatoria - 155,Servicio al Cliente,Enviado,264143141
19386,Nómina - 488,Legal,Rechazado,265552574
19387,Cesantías - 173,Comercial,Rechazado,38300794
19388,Pensión Obligatoria - 641,Recursos Humanos,Rechazado,309486830
19389,Infraestructura - 687,Comercial,Pendiente,316872435
19390,Licencias - 560,Riesgos,Enviado,226580226
19391,Nómina - 776,Legal,En Revisión,94391737
19392,Infraestructura - 338,Operaciones,En Revisión,65400538
19393,Inversión - 390,Recursos Humanos,Pendiente,359864213
19394,Fondo Voluntario - 873,Tecnología,Enviado,25816021
19395,Cesantías - 979,Servicio al Cliente,Pendiente,175250600
19396,Inversión - 165,Operaciones,Rechazado,351634265
19397,Nómina - 233,Legal,Pendiente,106604646
19398,Infraestructura - 624,Riesgos,En Revisión,306260050
19399,Licencias - 889,Comercial,Pendiente,212924477
19400,Pensión Obligatoria - 680,Marketing,Enviado,250209412
19401,Inversión - 737,Comercial,En Revisión,115542586
19402,Nómina - 675,Auditoría,Pendiente,425755805
19403,Pensión Obligatoria - 919,Recursos Humanos,En Revisión,324965426
19404,Inversión - 817,Operaciones,En Revisión,429295489
19405,Infraestructura - 858,Marketing,Pendiente,386182408
19406,Fondo Voluntario - 300,Comercial,Pendiente,434538987
19407,Infraestructura - 887,Tecnología,Pendiente,324253791
19408,Licencias - 860,Servicio al Cliente,Enviado,151021256
19409,Nómina - 367,Operaciones,Rechazado,311422431
19410,Fondo Voluntario - 517,Servicio al Cliente,Pendiente,195134028
19411,Cesantías - 330,Tecnología,Rechazado,401540606
19412,Nómina - 834,Riesgos,Pendiente,403518371
19413,Infraestructura - 457,Servicio al Cliente,En Revisión,171329249
19414,Infraestructura - 276,Operaciones,En Revisión,111110551
19415,Fondo Voluntario - 224,Legal,Enviado,436629855
19416,Inversión - 883,Operaciones,Rechazado,380711596
19417,Infraestructura - 490,Auditoría,Enviado,200016256
19418,Nómina - 405,Legal,Rechazado,51412082
19419,Infraestructura - 455,Comercial,Rechazado,146453311
19420,Pensión Obligatoria - 288,Finanzas,Rechazado,118049124
19421,Fondo Voluntario - 553,Servicio al Cliente,Enviado,146849134
19422,Licencias - 232,Operaciones,Pendiente,146005864
19423,Licencias - 400,Marketing,Rechazado,169848823
19424,Nómina - 395,Servicio al Cliente,Pendiente,28921324
19425,Licencias - 522,Servicio al Cliente,Rechazado,64377956
19426,Cesantías - 143,Auditoría,Enviado,126761666
19427,Nómina - 215,Marketing,Pendiente,134243432
19428,Infraestructura - 369,Operaciones,Enviado,42814299
19429,Pensión Obligatoria - 730,Recursos Humanos,Rechazado,260334065
19430,Fondo Voluntario - 652,Legal,Enviado,290149009
19431,Nómina - 572,Tecnología,En Revisión,248570447
19432,Fondo Voluntario - 909,Servicio al Cliente,Rechazado,27836329
19433,Fondo Voluntario - 825,Auditoría,Enviado,294880343
19434,Licencias - 367,Legal,Rechazado,451819113
19435,Inversión - 347,Finanzas,Pendiente,432411081
19436,Pensión Obligatoria - 412,Recursos Humanos,Pendiente,248834125
19437,Licencias - 831,Operaciones,Enviado,66148711
19438,Inversión - 772,Finanzas,Enviado,363699358
19439,Pensión Obligatoria - 530,Marketing,En Revisión,181072784
19440,Infraestructura - 654,Riesgos,Rechazado,22045230
19441,Cesantías - 963,Recursos Humanos,Rechazado,392404736
19442,Pensión Obligatoria - 600,Riesgos,En Revisión,462858702
19443,Inversión - 107,Operaciones,Rechazado,205995837
19444,Cesantías - 717,Comercial,Rechazado,112485565
19445,Fondo Voluntario - 988,Riesgos,Rechazado,417785122
19446,Inversión - 993,Riesgos,Enviado,300452297
19447,Licencias - 714,Legal,En Revisión,239030895
19448,Fondo Voluntario - 423,Finanzas,Enviado,155317505
19449,Fondo Voluntario - 928,Comercial,En Revisión,27790042
19450,Fondo Voluntario - 196,Operaciones,Enviado,434332636
19451,Pensión Obligatoria - 711,Tecnología,Enviado,13988355
19452,Inversión - 451,Finanzas,Rechazado,346837472
19453,Inversión - 420,Servicio al Cliente,Enviado,115268049
19454,Licencias - 707,Marketing,Rechazado,496050102
19455,Inversión - 656,Tecnología,En Revisión,31035742
19456,Inversión - 255,Tecnología,En Revisión,189093897
19457,Licencias - 609,Servicio al Cliente,En Revisión,272351817
19458,Nómina - 434,Auditoría,Enviado,387508391
19459,Cesantías - 478,Servicio al Cliente,Rechazado,442089560
19460,Licencias - 350,Finanzas,En Revisión,422859834
19461,Licencias - 190,Recursos Humanos,Enviado,281701383
19462,Pensión Obligatoria - 619,Riesgos,En Revisión,204470527
19463,Inversión - 833,Servicio al Cliente,En Revisión,275669291
19464,Inversión - 517,Legal,En Revisión,272360379
19465,Nómina - 730,Marketing,En Revisión,433216236
19466,Cesantías - 152,Tecnología,En Revisión,443765529
19467,Licencias - 590,Recursos Humanos,Rechazado,240313690
19468,Infraestructura - 301,Auditoría,Enviado,253395166
19469,Nómina - 189,Marketing,En Revisión,32836174
19470,Pensión Obligatoria - 480,Servicio al Cliente,Rechazado,468923464
19471,Nómina - 281,Marketing,En Revisión,246040201
19472,Cesantías - 812,Riesgos,En Revisión,163261686
19473,Pensión Obligatoria - 601,Operaciones,Enviado,224126341
19474,Pensión Obligatoria - 214,Riesgos,Pendiente,487150020
19475,Licencias - 765,Recursos Humanos,Pendiente,209595818
19476,Cesantías - 680,Recursos Humanos,En Revisión,111259779
19477,Pensión Obligatoria - 642,Finanzas,Rechazado,433117738
19478,Fondo Voluntario - 517,Legal,En Revisión,452967835
19479,Nómina - 284,Auditoría,Pendiente,81037180
19480,Fondo Voluntario - 650,Servicio al Cliente,Pendiente,139749962
19481,Cesantías - 656,Tecnología,En Revisión,344682323
19482,Nómina - 469,Tecnología,Enviado,351737784
19483,Cesantías - 689,Riesgos,En Revisión,115055616
19484,Nómina - 933,Servicio al Cliente,Enviado,189590233
19485,Inversión - 639,Servicio al Cliente,Enviado,426925429
19486,Nómina - 512,Servicio al Cliente,Pendiente,159165266
19487,Infraestructura - 866,Legal,Enviado,79402449
19488,Licencias - 984,Tecnología,Enviado,27697615
19489,Infraestructura - 981,Tecnología,Rechazado,209072919
19490,Pensión Obligatoria - 987,Marketing,Pendiente,195593654
19491,Pensión Obligatoria - 714,Tecnología,Rechazado,410314950
19492,Cesantías - 322,Comercial,En Revisión,172391142
19493,Inversión - 826,Servicio al Cliente,En Revisión,94362063
19494,Fondo Voluntario - 549,Comercial,Pendiente,387450779
19495,Fondo Voluntario - 238,Tecnología,Pendiente,87970083
19496,Pensión Obligatoria - 671,Operaciones,Rechazado,90824772
19497,Fondo Voluntario - 394,Finanzas,En Revisión,20390158
19498,Pensión Obligatoria - 263,Auditoría,En Revisión,155915178
19499,Licencias - 621,Marketing,Enviado,415045684
19500,Licencias - 131,Recursos Humanos,Pendiente,69190859
19501,Fondo Voluntario - 709,Legal,Pendiente,266600918
19502,Infraestructura - 461,Marketing,En Revisión,119123033
19503,Inversión - 885,Marketing,Pendiente,307397186
19504,Inversión - 947,Auditoría,Rechazado,458819342
19505,Infraestructura - 546,Operaciones,Pendiente,231741623
19506,Nómina - 494,Marketing,Pendiente,477015597
19507,Cesantías - 165,Riesgos,Rechazado,260929538
19508,Nómina - 973,Finanzas,Enviado,125268874
19509,Inversión - 847,Tecnología,Enviado,283190457
19510,Fondo Voluntario - 560,Marketing,Rechazado,450798369
19511,Infraestructura - 301,Riesgos,En Revisión,366341220
19512,Inversión - 804,Comercial,Pendiente,422219433
19513,Inversión - 513,Recursos Humanos,En Revisión,31764373
19514,Inversión - 735,Marketing,En Revisión,185856648
19515,Fondo Voluntario - 839,Tecnología,Pendiente,369419991
19516,Pensión Obligatoria - 515,Finanzas,Pendiente,207475626
19517,Nómina - 611,Legal,Pendiente,399547688
19518,Pensión Obligatoria - 464,Comercial,Rechazado,452608213
19519,Fondo Voluntario - 615,Legal,Enviado,244386284
19520,Licencias - 501,Tecnología,Rechazado,119674080
19521,Inversión - 258,Finanzas,En Revisión,45767046
19522,Infraestructura - 933,Auditoría,En Revisión,158770500
19523,Inversión - 451,Riesgos,Pendiente,169727557
19524,Inversión - 995,Legal,Rechazado,336880250
19525,Fondo Voluntario - 209,Legal,Enviado,167072538
19526,Nómina - 813,Operaciones,En Revisión,419890205
19527,Fondo Voluntario - 108,Finanzas,Pendiente,85831326
19528,Cesantías - 997,Recursos Humanos,Pendiente,386926306
19529,Cesantías - 519,Recursos Humanos,Rechazado,481523894
19530,Licencias - 248,Operaciones,En Revisión,8432128
19531,Cesantías - 759,Legal,Pendiente,213065066
19532,Nómina - 974,Recursos Humanos,En Revisión,344684896
19533,Inversión - 979,Operaciones,Pendiente,142741014
19534,Fondo Voluntario - 154,Servicio al Cliente,Enviado,448616550
19535,Fondo Voluntario - 227,Recursos Humanos,Enviado,496496401
19536,Cesantías - 516,Recursos Humanos,Enviado,307022431
19537,Infraestructura - 382,Auditoría,En Revisión,9744759
19538,Inversión - 603,Finanzas,En Revisión,343214539
19539,Pensión Obligatoria - 896,Finanzas,Rechazado,377264012
19540,Pensión Obligatoria - 389,Operaciones,Pendiente,285469805
19541,Pensión Obligatoria - 756,Operaciones,En Revisión,60042831
19542,Inversión - 107,Recursos Humanos,Rechazado,347371364
19543,Cesantías - 125,Operaciones,En Revisión,137230181
19544,Cesantías - 387,Finanzas,Enviado,372706033
19545,Inversión - 942,Operaciones,Pendiente,172152969
19546,Infraestructura - 621,Legal,En Revisión,419870400
19547,Nómina - 243,Riesgos,Rechazado,8547030
19548,Inversión - 531,Legal,Pendiente,323832301
19549,Fondo Voluntario - 875,Servicio al Cliente,Enviado,218091683
19550,Cesantías - 988,Marketing,Pendiente,256087943
19551,Cesantías - 642,Legal,Rechazado,488935726
19552,Inversión - 128,Auditoría,Enviado,424688571
19553,Licencias - 831,Marketing,Rechazado,152329191
19554,Fondo Voluntario - 698,Operaciones,En Revisión,435767579
19555,Inversión - 435,Marketing,Enviado,277233241
19556,Infraestructura - 711,Auditoría,Rechazado,169168096
19557,Cesantías - 163,Servicio al Cliente,Enviado,451963455
19558,Infraestructura - 277,Operaciones,Pendiente,39874873
19559,Fondo Voluntario - 594,Auditoría,Pendiente,266326715
19560,Inversión - 371,Legal,Rechazado,133499206
19561,Infraestructura - 552,Recursos Humanos,En Revisión,419242735
19562,Fondo Voluntario - 599,Servicio al Cliente,En Revisión,241718270
19563,Pensión Obligatoria - 191,Servicio al Cliente,En Revisión,468045628
19564,Licencias - 736,Finanzas,En Revisión,426641453
19565,Nómina - 957,Operaciones,Rechazado,90581238
19566,Inversión - 587,Legal,En Revisión,31946984
19567,Pensión Obligatoria - 226,Legal,En Revisión,74632405
19568,Inversión - 823,Marketing,En Revisión,55749256
19569,Infraestructura - 775,Marketing,Rechazado,10321694
19570,Infraestructura - 760,Servicio al Cliente,Pendiente,261391279
19571,Pensión Obligatoria - 751,Recursos Humanos,En Revisión,366392515
19572,Pensión Obligatoria - 458,Auditoría,Enviado,486501347
19573,Inversión - 653,Marketing,Rechazado,109055318
19574,Infraestructura - 483,Servicio al Cliente,Pendiente,441187029
19575,Nómina - 811,Auditoría,Pendiente,482100208
19576,Licencias - 343,Servicio al Cliente,Enviado,288054154
19577,Nómina - 662,Legal,Rechazado,271422459
19578,Infraestructura - 346,Tecnología,En Revisión,249148406
19579,Nómina - 141,Finanzas,Pendiente,473733873
19580,Nómina - 934,Recursos Humanos,Enviado,420059965
19581,Licencias - 681,Recursos Humanos,Rechazado,393289289
19582,Inversión - 624,Servicio al Cliente,Rechazado,128190463
19583,Pensión Obligatoria - 666,Marketing,Enviado,362038952
19584,Pensión Obligatoria - 144,Marketing,Pendiente,172229746
19585,Inversión - 880,Marketing,Pendiente,458941223
19586,Inversión - 296,Comercial,Enviado,34793049
19587,Infraestructura - 602,Servicio al Cliente,Enviado,121298999
19588,Pensión Obligatoria - 467,Servicio al Cliente,Enviado,412670293
19589,Fondo Voluntario - 971,Legal,En Revisión,156590679
19590,Infraestructura - 664,Servicio al Cliente,En Revisión,265581651
19591,Fondo Voluntario - 653,Auditoría,Enviado,410716877
19592,Licencias - 415,Comercial,Rechazado,348422940
19593,Cesantías - 388,Auditoría,Pendiente,223521149
19594,Cesantías - 753,Finanzas,Enviado,213946365
19595,Cesantías - 146,Riesgos,En Revisión,113905358
19596,Nómina - 971,Auditoría,Pendiente,437778002
19597,Infraestructura - 518,Operaciones,En Revisión,285151920
19598,Cesantías - 579,Comercial,Pendiente,332905578
19599,Infraestructura - 206,Auditoría,Pendiente,247153218
19600,Licencias - 637,Recursos Humanos,Pendiente,114249808
19601,Cesantías - 525,Finanzas,Enviado,304144622
19602,Nómina - 625,Tecnología,En Revisión,150736201
19603,Inversión - 291,Marketing,En Revisión,88059188
19604,Inversión - 703,Marketing,Enviado,306402721
19605,Pensión Obligatoria - 206,Servicio al Cliente,En Revisión,91529891
19606,Inversión - 726,Finanzas,Pendiente,178262333
19607,Fondo Voluntario - 597,Tecnología,En Revisión,132377714
19608,Inversión - 697,Legal,Pendiente,89650097
19609,Cesantías - 238,Riesgos,Pendiente,168732199
19610,Cesantías - 798,Recursos Humanos,En Revisión,215677688
19611,Infraestructura - 776,Marketing,Enviado,303791611
19612,Infraestructura - 261,Auditoría,Rechazado,259701143
19613,Licencias - 664,Comercial,Pendiente,443973363
19614,Nómina - 317,Finanzas,Pendiente,446624369
19615,Licencias - 894,Comercial,Rechazado,455671438
19616,Cesantías - 210,Operaciones,Enviado,194737037
19617,Cesantías - 828,Operaciones,Pendiente,337027222
19618,Pensión Obligatoria - 618,Recursos Humanos,Pendiente,373694872
19619,Pensión Obligatoria - 669,Finanzas,Pendiente,278718182
19620,Nómina - 557,Riesgos,Rechazado,66458785
19621,Cesantías - 346,Recursos Humanos,Enviado,125228234
19622,Inversión - 174,Recursos Humanos,Pendiente,122227589
19623,Fondo Voluntario - 974,Servicio al Cliente,Rechazado,299519222
19624,Pensión Obligatoria - 661,Riesgos,En Revisión,228066194
19625,Infraestructura - 395,Recursos Humanos,Pendiente,342463099
19626,Licencias - 332,Finanzas,Pendiente,84668611
19627,Nómina - 206,Finanzas,Pendiente,171121959
19628,Pensión Obligatoria - 462,Comercial,Enviado,169831677
19629,Pensión Obligatoria - 722,Riesgos,Enviado,398557173
19630,Cesantías - 854,Servicio al Cliente,En Revisión,228675970
19631,Licencias - 445,Finanzas,Enviado,331799921
19632,Infraestructura - 599,Tecnología,En Revisión,130007438
19633,Inversión - 828,Riesgos,Rechazado,126650778
